id	trueLen	effectiveLen	percentEffective
Gorai.001G006500	2379	2140	0.899537620849096
Gorai.001G006600	1814	1768	0.974641675854465
Gorai.001G006700	1234	1234	1
Gorai.001G006800	663	660	0.995475113122172
Gorai.001G006900	321	321	1
Gorai.001G007000	2302	2062	0.895742832319722
Gorai.001G007100	1885	1885	1
Gorai.001G007200	1096	1033	0.942518248175182
Gorai.001G007300	711	711	1
Gorai.001G007400	2197	2162	0.984069185252617
Gorai.001G007500	1448	1448	1
Gorai.001G007600	3680	3567	0.96929347826087
Gorai.001G007700	1128	1109	0.983156028368794
Gorai.001G007800	1533	903	0.589041095890411
Gorai.001G007900	2493	2472	0.991576413959085
Gorai.001G008000	1954	1949	0.997441146366428
Gorai.001G008100	1792	1792	1
Gorai.001G008200	2931	2879	0.982258614807233
Gorai.001G008300	1060	1060	1
Gorai.001G008400	1580	1580	1
Gorai.001G008500	1876	1769	0.942963752665245
Gorai.001G008600	793	793	1
Gorai.001G008700	1049	1049	1
Gorai.001G008800	3497	3497	1
Gorai.001G008900	2258	2258	1
Gorai.001G009000	2376	2376	1
Gorai.001G009100	883	883	1
Gorai.001G009200	1709	1571	0.919251023990638
Gorai.001G009300	1797	1617	0.89983305509182
Gorai.001G009400	1505	1464	0.972757475083056
Gorai.001G009500	667	667	1
Gorai.001G009600	674	674	1
Gorai.001G009700	1176	1160	0.986394557823129
Gorai.001G009800	1830	1830	1
Gorai.001G009900	1458	1441	0.988340192043896
Gorai.001G010000	1062	1062	1
Gorai.001G010100	2313	2209	0.955036748811068
Gorai.001G010200	982	945	0.962321792260692
Gorai.001G010300	1149	1113	0.968668407310705
Gorai.001G010400	466	466	1
Gorai.001G010500	3352	3345	0.99791169451074
Gorai.001G010600	723	723	1
Gorai.001G010700	1332	1332	1
Gorai.001G010800	1412	1412	1
Gorai.001G010900	2011	2011	1
Gorai.001G011000	1692	1692	1
Gorai.001G011100	1287	1287	1
Gorai.001G011200	1133	1104	0.974404236540159
Gorai.001G011300	1851	1836	0.991896272285251
Gorai.001G011400	1311	1311	1
Gorai.001G011500	963	905	0.939771547248183
Gorai.001G011600	2638	2538	0.962092494313874
Gorai.001G011700	2532	2400	0.947867298578199
Gorai.001G011800	1806	1802	0.997785160575858
Gorai.001G011900	561	561	1
Gorai.001G012000	4544	4353	0.957966549295775
Gorai.001G012100	2157	2157	1
Gorai.001G012200	923	923	1
Gorai.001G012300	1625	1560	0.96
Gorai.001G012400	1835	1730	0.942779291553134
Gorai.001G012500	1478	1478	1
Gorai.001G012600	718	718	1
Gorai.001G012700	1563	1563	1
Gorai.001G012800	966	966	1
Gorai.001G012900	1818	1708	0.939493949394939
Gorai.001G013000	1069	1042	0.974742750233863
Gorai.001G013100	2366	2179	0.920963651732883
Gorai.001G013200	824	824	1
Gorai.001G013300	2345	2325	0.991471215351812
Gorai.001G013400	4543	4204	0.925379705040722
Gorai.001G013500	2396	2396	1
Gorai.001G013600	1675	1675	1
Gorai.001G013700	1055	1055	1
Gorai.001G013800	1051	1051	1
Gorai.001G013900	1459	1459	1
Gorai.001G014000	1365	1348	0.987545787545788
Gorai.001G014100	5398	5160	0.955909596146721
Gorai.001G014200	1346	1346	1
Gorai.001G014300	1314	1197	0.910958904109589
Gorai.001G014400	543	543	1
Gorai.001G014500	788	788	1
Gorai.001G014600	1161	1161	1
Gorai.001G014700	1176	1176	1
Gorai.001G014800	947	924	0.97571277719113
Gorai.001G014900	606	606	1
Gorai.001G015000	1422	1422	1
Gorai.001G015100	1201	1178	0.980849292256453
Gorai.001G015200	1034	1034	1
Gorai.001G015300	3778	3735	0.988618316569614
Gorai.001G015400	1544	1544	1
Gorai.001G015500	1277	1277	1
Gorai.001G015600	693	693	1
Gorai.001G015700	1024	1024	1
Gorai.001G015800	1429	1429	1
Gorai.001G015900	2138	2138	1
Gorai.001G016000	2784	2720	0.977011494252874
Gorai.001G016100	1188	1188	1
Gorai.001G016200	618	618	1
Gorai.001G016300	1914	1914	1
Gorai.001G016400	1167	1129	0.967437874892888
Gorai.001G016500	2188	2173	0.993144424131627
Gorai.001G016600	1740	1739	0.999425287356322
Gorai.001G016700	1116	1059	0.948924731182796
Gorai.001G016800	1185	1185	1
Gorai.001G016900	2084	2062	0.989443378119002
Gorai.001G017000	4460	4381	0.982286995515695
Gorai.001G017100	4244	4180	0.984919886899152
Gorai.001G017200	869	869	1
Gorai.001G017300	805	805	1
Gorai.001G017400	3755	3366	0.896404793608522
Gorai.001G017500	1127	1127	1
Gorai.001G017600	808	808	1
Gorai.001G017700	2665	2665	1
Gorai.001G017800	3550	3537	0.996338028169014
Gorai.001G017900	1609	1609	1
Gorai.001G018000	3166	3147	0.993998736576121
Gorai.001G018100	6347	6157	0.970064597447613
Gorai.001G018200	1814	1774	0.977949283351709
Gorai.001G018300	2019	1583	0.784051510648836
Gorai.001G018400	1723	1723	1
Gorai.001G018500	1169	1169	1
Gorai.001G018600	2094	2094	1
Gorai.001G018700	6070	5822	0.959143327841845
Gorai.001G018800	1247	1247	1
Gorai.001G018900	1183	1183	1
Gorai.001G019000	420	112	0.266666666666667
Gorai.001G019100	1002	1002	1
Gorai.001G019200	2370	2370	1
Gorai.001G019300	915	909	0.99344262295082
Gorai.001G019400	904	904	1
Gorai.001G019500	1693	1693	1
Gorai.001G019600	1903	1811	0.95165528113505
Gorai.001G019700	1476	1457	0.987127371273713
Gorai.001G019800	3307	3263	0.986694889628062
Gorai.001G019900	1001	1001	1
Gorai.001G020000	2768	2764	0.998554913294798
Gorai.001G020100	1097	1097	1
Gorai.001G020200	3886	3886	1
Gorai.001G020300	2211	2069	0.935775667118951
Gorai.001G020400	1412	1412	1
Gorai.001G020500	1286	1286	1
Gorai.001G020600	1281	1281	1
Gorai.001G020700	1748	1748	1
Gorai.001G020800	284	284	1
Gorai.001G020900	2770	2551	0.920938628158845
Gorai.001G021000	1158	1157	0.999136442141623
Gorai.001G021100	1550	1550	1
Gorai.001G021200	2646	2532	0.956916099773243
Gorai.001G021300	1228	1228	1
Gorai.001G021400	573	573	1
Gorai.001G021500	939	939	1
Gorai.001G021600	1849	1849	1
Gorai.001G021700	744	744	1
Gorai.001G021800	2952	2917	0.988143631436314
Gorai.001G021900	799	799	1
Gorai.001G022000	1680	1525	0.907738095238095
Gorai.001G022100	1218	1218	1
Gorai.001G022200	2835	2782	0.981305114638448
Gorai.001G022300	1947	1681	0.863379558294812
Gorai.001G022400	1963	1963	1
Gorai.001G022500	1467	1398	0.952965235173824
Gorai.001G022600	327	327	1
Gorai.001G022700	891	891	1
Gorai.001G022800	3416	3266	0.956088992974239
Gorai.001G022900	1720	1720	1
Gorai.001G023000	1149	1147	0.998259355961706
Gorai.001G023100	2704	2689	0.994452662721893
Gorai.001G023200	1607	1590	0.989421281891724
Gorai.001G023300	2696	2559	0.949183976261128
Gorai.001G023400	781	780	0.998719590268886
Gorai.001G023500	1247	1034	0.829190056134723
Gorai.001G023600	1189	1189	1
Gorai.001G023700	1787	1643	0.919418019026301
Gorai.001G023800	1790	1630	0.910614525139665
Gorai.001G023900	639	639	1
Gorai.001G024000	3068	3030	0.98761408083442
Gorai.001G024100	3012	3012	1
Gorai.001G024200	810	810	1
Gorai.001G024300	1310	1209	0.922900763358779
Gorai.001G024400	1402	1375	0.98074179743224
Gorai.001G024500	1221	1221	1
Gorai.001G024600	6236	5893	0.944996792815908
Gorai.001G024700	1014	982	0.968441814595661
Gorai.001G024800	366	366	1
Gorai.001G024900	1842	1661	0.901737242128122
Gorai.001G025000	2278	2189	0.960930640913082
Gorai.001G025100	270	270	1
Gorai.001G025200	138	138	1
Gorai.001G025300	830	830	1
Gorai.001G025400	258	258	1
Gorai.001G025500	2225	1389	0.624269662921348
Gorai.001G025600	1027	1001	0.974683544303797
Gorai.001G025700	2354	651	0.276550552251487
Gorai.001G025800	526	511	0.97148288973384
Gorai.001G025900	3028	2913	0.962021136063408
Gorai.001G026000	3537	3482	0.984450098953916
Gorai.001G026100	1942	1942	1
Gorai.001G026200	2134	2067	0.968603561387066
Gorai.001G026300	2924	2915	0.996922024623803
Gorai.001G026400	964	961	0.996887966804979
Gorai.001G026500	1740	1539	0.88448275862069
Gorai.001G026600	1473	1473	1
Gorai.001G026700	3268	3151	0.964198286413709
Gorai.001G026800	3202	3064	0.956901936289819
Gorai.001G026900	1604	1580	0.985037406483791
Gorai.001G027000	2034	1898	0.933136676499508
Gorai.001G027100	1576	1576	1
Gorai.001G027200	1880	1863	0.990957446808511
Gorai.001G027300	483	483	1
Gorai.001G027400	360	360	1
Gorai.001G027500	2679	2517	0.93952967525196
Gorai.001G027600	4613	4482	0.971601994363755
Gorai.001G027700	4904	4897	0.998572593800979
Gorai.001G027800	990	914	0.923232323232323
Gorai.001G027900	2631	2558	0.972253895857089
Gorai.001G028000	1640	1640	1
Gorai.001G028100	1777	1699	0.956105796285875
Gorai.001G028200	3773	3661	0.970315398886827
Gorai.001G028300	297	297	1
Gorai.001G028400	1834	1825	0.995092693565976
Gorai.001G028500	285	139	0.487719298245614
Gorai.001G028600	1342	1342	1
Gorai.001G028700	1731	1729	0.998844598497978
Gorai.001G028800	885	788	0.890395480225989
Gorai.001G028900	2216	1689	0.762184115523466
Gorai.001G029000	1701	1647	0.968253968253968
Gorai.001G029100	432	432	1
Gorai.001G029200	2079	1870	0.899470899470899
Gorai.001G029300	1033	1029	0.996127783155857
Gorai.001G029400	1893	1769	0.934495509772847
Gorai.001G029500	751	699	0.930758988015979
Gorai.001G029600	1615	1615	1
Gorai.001G029700	1169	1074	0.918733960650128
Gorai.001G029800	3219	3092	0.960546753650202
Gorai.001G029900	765	765	1
Gorai.001G030000	1405	1405	1
Gorai.001G030100	2379	2379	1
Gorai.001G030200	2353	2153	0.915002124946876
Gorai.001G030300	1261	1261	1
Gorai.001G030400	1307	1128	0.863045141545524
Gorai.001G030500	1511	1247	0.825281270681668
Gorai.001G030600	2481	2309	0.930673115679162
Gorai.001G030700	983	949	0.965412004069176
Gorai.001G030800	2305	2023	0.87765726681128
Gorai.001G030900	1386	1386	1
Gorai.001G031000	1376	1376	1
Gorai.001G031100	1012	981	0.969367588932806
Gorai.001G031200	795	795	1
Gorai.001G031300	1411	1411	1
Gorai.001G031400	4724	4646	0.983488569009314
Gorai.001G031500	1746	1596	0.914089347079038
Gorai.001G031600	642	642	1
Gorai.001G031700	2075	1980	0.95421686746988
Gorai.001G031800	901	901	1
Gorai.001G031900	422	422	1
Gorai.001G032000	1368	1137	0.831140350877193
Gorai.001G032100	2746	2622	0.954843408594319
Gorai.001G032200	2080	2080	1
Gorai.001G032300	2207	2207	1
Gorai.001G032400	2335	2157	0.923768736616702
Gorai.001G032500	387	387	1
Gorai.001G032600	1842	1842	1
Gorai.001G032700	1697	1633	0.962286387743076
Gorai.001G032800	1281	1281	1
Gorai.001G032900	1519	1519	1
Gorai.001G033000	2330	2323	0.996995708154506
Gorai.001G033100	1049	921	0.877979027645376
Gorai.001G033200	987	987	1
Gorai.001G033300	2676	2465	0.921150971599402
Gorai.001G033400	1959	1917	0.978560490045942
Gorai.001G033500	1120	1120	1
Gorai.001G033600	1901	1901	1
Gorai.001G033700	2117	2111	0.997165800661313
Gorai.001G033800	1715	1715	1
Gorai.001G033900	2340	1915	0.818376068376068
Gorai.001G034000	2140	2140	1
Gorai.001G034100	981	981	1
Gorai.001G034200	1835	1835	1
Gorai.001G034300	1100	1100	1
Gorai.001G034400	752	698	0.928191489361702
Gorai.001G034500	3206	3117	0.972239550842171
Gorai.001G034600	3097	3013	0.972876977720375
Gorai.001G034700	954	954	1
Gorai.001G034800	1472	1249	0.848505434782609
Gorai.001G034900	1505	1505	1
Gorai.001G035000	1785	1663	0.931652661064426
Gorai.001G035100	1098	1013	0.922586520947177
Gorai.001G035200	1858	1858	1
Gorai.001G035300	6863	6571	0.957453008888241
Gorai.001G035400	431	385	0.893271461716937
Gorai.001G035500	1781	1781	1
Gorai.001G035600	1176	1176	1
Gorai.001G035700	2071	2003	0.967165620473201
Gorai.001G035800	450	401	0.891111111111111
Gorai.001G035900	4269	4079	0.955493089716561
Gorai.001G036000	2349	2178	0.9272030651341
Gorai.001G036100	1230	1230	1
Gorai.001G036200	2192	1993	0.909215328467153
Gorai.001G036300	1355	1355	1
Gorai.001G036400	2105	2096	0.995724465558195
Gorai.001G036500	1026	920	0.896686159844055
Gorai.001G036600	1277	1222	0.956930305403289
Gorai.001G036700	982	982	1
Gorai.001G036800	1752	524	0.299086757990868
Gorai.001G036900	4834	4752	0.98303682250724
Gorai.001G037000	1395	1395	1
Gorai.001G037100	1274	1226	0.962323390894819
Gorai.001G037200	3581	3407	0.951410220608768
Gorai.001G037300	1066	1066	1
Gorai.001G037400	2040	2040	1
Gorai.001G037500	2525	2511	0.994455445544554
Gorai.001G037600	2247	2047	0.91099243435692
Gorai.001G037700	1612	1612	1
Gorai.001G037800	998	976	0.977955911823647
Gorai.001G037900	4100	3692	0.900487804878049
Gorai.001G038000	1792	1765	0.984933035714286
Gorai.001G038100	2029	1910	0.941350418925579
Gorai.001G038200	2856	2753	0.963935574229692
Gorai.001G038300	1027	931	0.906523855890945
Gorai.001G038400	1787	1787	1
Gorai.001G038500	1135	1135	1
Gorai.001G038600	1259	1252	0.994440031771247
Gorai.001G038700	2431	2352	0.967503085150144
Gorai.001G038800	1132	1132	1
Gorai.001G038900	662	662	1
Gorai.001G039000	675	675	1
Gorai.001G039100	1952	1797	0.920594262295082
Gorai.001G039200	1288	1288	1
Gorai.001G039300	2494	2291	0.918604651162791
Gorai.001G039400	1733	1733	1
Gorai.001G039500	1090	1090	1
Gorai.001G039600	505	505	1
Gorai.001G039700	456	456	1
Gorai.001G039800	850	850	1
Gorai.001G039900	3455	3437	0.99479015918958
Gorai.001G040000	1398	1330	0.951359084406295
Gorai.001G040100	252	252	1
Gorai.001G040200	2728	2728	1
Gorai.001G040300	1925	1754	0.911168831168831
Gorai.001G040400	2061	2043	0.991266375545852
Gorai.001G040500	3093	2899	0.937277723892661
Gorai.001G040600	2452	2356	0.960848287112561
Gorai.001G040700	2006	2006	1
Gorai.001G040800	996	996	1
Gorai.001G040900	1925	1917	0.995844155844156
Gorai.001G041000	366	366	1
Gorai.001G041100	2714	2705	0.996683861459101
Gorai.001G041200	1874	1874	1
Gorai.001G041300	2476	2190	0.884491114701131
Gorai.001G041400	1557	1557	1
Gorai.001G041500	1908	1678	0.879454926624738
Gorai.001G041600	1583	1501	0.948199620972836
Gorai.001G041700	1746	1744	0.998854524627721
Gorai.001G041800	730	730	1
Gorai.001G041900	2137	1930	0.903135236312588
Gorai.001G042000	5628	5491	0.975657427149965
Gorai.001G042100	1412	1412	1
Gorai.001G042200	797	797	1
Gorai.001G042300	1165	1091	0.936480686695279
Gorai.001G042400	609	609	1
Gorai.001G042500	856	856	1
Gorai.001G042600	2724	2674	0.981644640234949
Gorai.001G042700	1283	1146	0.893219017926734
Gorai.001G042800	542	542	1
Gorai.001G042900	834	834	1
Gorai.001G043000	963	540	0.560747663551402
Gorai.001G043100	1678	1678	1
Gorai.001G043200	670	670	1
Gorai.001G043300	1028	1011	0.983463035019455
Gorai.001G043400	4668	4484	0.960582690659812
Gorai.001G043500	2047	1934	0.944797264289204
Gorai.001G043600	2555	2450	0.958904109589041
Gorai.001G043700	2158	2112	0.978683966635774
Gorai.001G043800	1834	1569	0.855507088331516
Gorai.001G043900	1317	1287	0.977220956719818
Gorai.001G044000	1092	1058	0.968864468864469
Gorai.001G044100	669	622	0.929745889387145
Gorai.001G044200	2065	2030	0.983050847457627
Gorai.001G044300	792	792	1
Gorai.001G044400	258	258	1
Gorai.001G044500	541	483	0.89279112754159
Gorai.001G044600	556	556	1
Gorai.001G044700	3952	3089	0.78162955465587
Gorai.001G044800	1415	1130	0.798586572438163
Gorai.001G044900	3042	3033	0.997041420118343
Gorai.001G045000	2942	2795	0.950033990482665
Gorai.001G045100	228	228	1
Gorai.001G045200	1602	1515	0.945692883895131
Gorai.001G045300	2305	2123	0.921041214750542
Gorai.001G045400	1477	0	0
Gorai.001G045500	1082	1082	1
Gorai.001G045600	6107	5780	0.946454887833634
Gorai.001G045700	2433	2209	0.90793259350596
Gorai.001G045800	4390	4247	0.967425968109339
Gorai.001G045900	348	348	1
Gorai.001G046000	1842	1765	0.958197611292074
Gorai.001G046100	1311	1300	0.99160945842868
Gorai.001G046200	823	823	1
Gorai.001G046300	3287	3173	0.965317919075145
Gorai.001G046400	1785	1577	0.883473389355742
Gorai.001G046500	3304	3262	0.98728813559322
Gorai.001G046600	1287	1287	1
Gorai.001G046700	2535	2535	1
Gorai.001G046800	1348	0	0
Gorai.001G046900	2237	2237	1
Gorai.001G047000	2628	2559	0.973744292237443
Gorai.001G047100	2040	2040	1
Gorai.001G047200	1938	1938	1
Gorai.001G047300	1047	1047	1
Gorai.001G047400	2717	2588	0.952521163047479
Gorai.001G047500	1906	1896	0.994753410283316
Gorai.001G047600	663	658	0.992458521870287
Gorai.001G047700	952	785	0.824579831932773
Gorai.001G047800	3330	3328	0.999399399399399
Gorai.001G047900	3384	3384	1
Gorai.001G048000	1375	1375	1
Gorai.001G048100	1446	1429	0.988243430152144
Gorai.001G048200	1845	1774	0.961517615176152
Gorai.001G048300	2572	2502	0.972783825816485
Gorai.001G048400	363	353	0.972451790633609
Gorai.001G048500	1885	1830	0.970822281167109
Gorai.001G048600	2213	2121	0.958427474017171
Gorai.001G048700	687	646	0.940320232896652
Gorai.001G048800	1097	1038	0.946216955332726
Gorai.001G048900	939	939	1
Gorai.001G049000	774	719	0.928940568475452
Gorai.001G049100	4010	3912	0.975561097256858
Gorai.001G049200	618	611	0.988673139158576
Gorai.001G049300	1107	1083	0.978319783197832
Gorai.001G049400	1126	1115	0.990230905861456
Gorai.001G049500	3491	3357	0.961615582927528
Gorai.001G049600	1053	1013	0.962013295346629
Gorai.001G049700	1238	1135	0.916801292407108
Gorai.001G049800	531	531	1
Gorai.001G049900	2127	2125	0.999059708509638
Gorai.001G050000	1881	1881	1
Gorai.001G050100	1495	1474	0.985953177257525
Gorai.001G050200	1798	1798	1
Gorai.001G050300	2724	2495	0.915932452276065
Gorai.001G050400	1294	1182	0.913446676970634
Gorai.001G050500	2028	1961	0.966962524654832
Gorai.001G050600	1251	1240	0.991207034372502
Gorai.001G050700	960	960	1
Gorai.001G050800	1679	1612	0.960095294818344
Gorai.001G050900	7137	6750	0.94577553593947
Gorai.001G051000	2338	2338	1
Gorai.001G051100	1172	1172	1
Gorai.001G051200	1368	1368	1
Gorai.001G051300	1046	1002	0.957934990439771
Gorai.001G051400	831	831	1
Gorai.001G051500	2329	2202	0.945470158866466
Gorai.001G051600	2012	1998	0.993041749502982
Gorai.001G051700	1157	1157	1
Gorai.001G051800	1218	1153	0.946633825944171
Gorai.001G051900	894	862	0.96420581655481
Gorai.001G052000	3584	3477	0.970145089285714
Gorai.001G052100	2555	2291	0.896673189823875
Gorai.001G052200	2934	2631	0.896728016359918
Gorai.001G052300	1080	1080	1
Gorai.001G052400	1315	1315	1
Gorai.001G052500	1108	1108	1
Gorai.001G052600	1122	1122	1
Gorai.001G052700	1798	1798	1
Gorai.001G052800	1925	1925	1
Gorai.001G052900	2837	2837	1
Gorai.001G053000	3284	3182	0.968940316686967
Gorai.001G053100	4361	4361	1
Gorai.001G053200	823	823	1
Gorai.001G053300	2986	2949	0.98760884125921
Gorai.001G053400	2090	1969	0.942105263157895
Gorai.001G053500	1793	1559	0.869492470719465
Gorai.001G053600	1494	1494	1
Gorai.001G053700	983	768	0.781281790437436
Gorai.001G053800	1034	1034	1
Gorai.001G053900	1925	1798	0.934025974025974
Gorai.001G054000	1411	1322	0.936924167257264
Gorai.001G054100	2367	2367	1
Gorai.001G054200	4111	3988	0.970080272439796
Gorai.001G054300	872	872	1
Gorai.001G054400	1485	1175	0.791245791245791
Gorai.001G054500	2216	1964	0.886281588447653
Gorai.001G054600	3342	3279	0.981149012567325
Gorai.001G054700	3240	3136	0.967901234567901
Gorai.001G054800	1134	1095	0.965608465608466
Gorai.001G054900	1420	1420	1
Gorai.001G055000	1054	915	0.868121442125237
Gorai.001G055100	1159	1159	1
Gorai.001G055200	2191	2186	0.997717937015062
Gorai.001G055300	2374	2085	0.878264532434709
Gorai.001G055400	791	791	1
Gorai.001G055500	1186	1186	1
Gorai.001G055600	1274	1274	1
Gorai.001G055700	1028	898	0.873540856031128
Gorai.001G055800	1935	1857	0.95968992248062
Gorai.001G055900	2591	2567	0.990737167116943
Gorai.001G056000	267	267	1
Gorai.001G056100	947	947	1
Gorai.001G056200	2305	2305	1
Gorai.001G056300	1298	1298	1
Gorai.001G056400	780	87	0.111538461538462
Gorai.001G056500	1675	1641	0.979701492537313
Gorai.001G056600	285	285	1
Gorai.001G056700	2083	2007	0.963514162265963
Gorai.001G056800	1528	1452	0.950261780104712
Gorai.001G056900	3740	1458	0.389839572192513
Gorai.001G057000	958	958	1
Gorai.001G057100	1481	1348	0.910195813639433
Gorai.001G057200	4544	4169	0.917473591549296
Gorai.001G057300	560	0	0
Gorai.001G057400	4630	3462	0.747732181425486
Gorai.001G057500	1068	1056	0.98876404494382
Gorai.001G057600	769	769	1
Gorai.001G057700	1118	1118	1
Gorai.001G057800	1446	1382	0.955739972337483
Gorai.001G057900	663	663	1
Gorai.001G058000	421	0	0
Gorai.001G058100	2378	2151	0.904541631623213
Gorai.001G058200	2711	2711	1
Gorai.001G058300	1372	1349	0.983236151603499
Gorai.001G058400	3023	2987	0.98809130003308
Gorai.001G058500	1259	1016	0.806989674344718
Gorai.001G058600	1640	1564	0.953658536585366
Gorai.001G058700	615	597	0.970731707317073
Gorai.001G058800	1536	1380	0.8984375
Gorai.001G058900	535	457	0.854205607476636
Gorai.001G059000	351	351	1
Gorai.001G059100	1377	1377	1
Gorai.001G059200	1842	1837	0.99728555917481
Gorai.001G059300	1773	1773	1
Gorai.001G059400	4297	4058	0.944379799860368
Gorai.001G059500	426	270	0.633802816901408
Gorai.001G059600	3409	3345	0.981226166031094
Gorai.001G059700	1536	1448	0.942708333333333
Gorai.001G059800	409	409	1
Gorai.001G059900	1768	1731	0.979072398190045
Gorai.001G060000	1316	1316	1
Gorai.001G060100	2926	2723	0.930622009569378
Gorai.001G060200	2270	2185	0.962555066079295
Gorai.001G060300	1324	1324	1
Gorai.001G060400	1695	1656	0.976991150442478
Gorai.001G060500	932	905	0.971030042918455
Gorai.001G060600	2259	2080	0.920761398849048
Gorai.001G060700	1966	1966	1
Gorai.001G060800	4099	4059	0.990241522322518
Gorai.001G060900	2146	2131	0.993010251630941
Gorai.001G061000	840	840	1
Gorai.001G061100	2479	2381	0.960467930617184
Gorai.001G061200	1970	1917	0.973096446700508
Gorai.001G061300	650	542	0.833846153846154
Gorai.001G061400	3191	3147	0.986211219053588
Gorai.001G061500	1549	968	0.624919302775985
Gorai.001G061600	614	0	0
Gorai.001G061700	1611	1403	0.87088764742396
Gorai.001G061800	1890	1890	1
Gorai.001G061900	5327	4633	0.869720292847757
Gorai.001G062000	3038	2832	0.932192231731402
Gorai.001G062100	3105	2903	0.934943639291465
Gorai.001G062200	3423	3331	0.973122991527899
Gorai.001G062300	1523	1523	1
Gorai.001G062400	1367	1296	0.948061448427213
Gorai.001G062500	706	697	0.987252124645892
Gorai.001G062600	1177	1177	1
Gorai.001G062700	1576	1447	0.918147208121827
Gorai.001G062800	252	252	1
Gorai.001G062900	1099	1087	0.989080982711556
Gorai.001G063000	1429	1385	0.969209237228831
Gorai.001G063100	1168	1144	0.979452054794521
Gorai.001G063200	1175	1175	1
Gorai.001G063300	246	246	1
Gorai.001G063400	210	210	1
Gorai.001G063500	1412	1407	0.996458923512748
Gorai.001G063600	1845	1797	0.973983739837398
Gorai.001G063700	585	585	1
Gorai.001G063800	1638	1455	0.888278388278388
Gorai.001G063900	1949	1949	1
Gorai.001G064000	2847	2741	0.962767825781524
Gorai.001G064100	1254	1238	0.987240829346092
Gorai.001G064200	1176	1045	0.888605442176871
Gorai.001G064300	752	752	1
Gorai.001G064400	2587	2479	0.958252802473908
Gorai.001G064500	1634	1571	0.961444308445532
Gorai.001G064600	2301	2280	0.990873533246415
Gorai.001G064700	1360	1226	0.901470588235294
Gorai.001G064800	4421	4293	0.971047274372314
Gorai.001G064900	740	740	1
Gorai.001G065000	486	377	0.775720164609053
Gorai.001G065100	1439	1426	0.9909659485754
Gorai.001G065200	846	846	1
Gorai.001G065300	1168	1068	0.914383561643836
Gorai.001G065400	1196	1135	0.948996655518395
Gorai.001G065500	663	663	1
Gorai.001G065600	1316	1286	0.977203647416413
Gorai.001G065700	1219	1137	0.93273174733388
Gorai.001G065800	878	852	0.970387243735763
Gorai.001G065900	1642	1640	0.99878197320341
Gorai.001G066000	1738	1569	0.902761795166859
Gorai.001G066100	1625	1609	0.990153846153846
Gorai.001G066200	3835	3770	0.983050847457627
Gorai.001G066300	495	495	1
Gorai.001G066400	2567	2567	1
Gorai.001G066500	2641	2641	1
