"id"	"trueLen"	"effectiveLen"	"percentEffective"
"Gorai.001G019100"	1002	966	0.964071856287425
"Gorai.001G019200"	2370	2124	0.89620253164557
"Gorai.001G019300"	915	725	0.792349726775956
"Gorai.001G019400"	904	896	0.991150442477876
"Gorai.001G019500"	1693	1484	0.876550502067336
"Gorai.001G019600"	1903	1513	0.795060430898581
"Gorai.001G019700"	1476	1188	0.804878048780488
"Gorai.001G019800"	3307	2642	0.798911400060478
"Gorai.001G019900"	1001	917	0.916083916083916
"Gorai.001G020000"	2768	2301	0.83128612716763
"Gorai.001G020100"	1097	1033	0.941659070191431
"Gorai.001G020200"	3886	3296	0.848172928461143
"Gorai.001G020300"	2211	1672	0.756218905472637
"Gorai.001G020400"	1412	1412	1
"Gorai.001G020500"	1286	1221	0.94945567651633
"Gorai.001G020600"	1281	1097	0.856362217017955
"Gorai.001G020700"	1748	1392	0.796338672768879
"Gorai.001G020800"	284	284	1
"Gorai.001G020900"	2770	1998	0.72129963898917
"Gorai.001G021000"	1158	854	0.737478411053541
"Gorai.001G021100"	1550	1501	0.968387096774194
"Gorai.001G021200"	2646	2230	0.842781557067271
"Gorai.001G021300"	1228	1114	0.907166123778502
"Gorai.001G021400"	573	571	0.996509598603839
"Gorai.001G021500"	939	910	0.969116080937167
"Gorai.001G021600"	1849	1729	0.935100054083288
"Gorai.001G021700"	744	682	0.916666666666667
"Gorai.001G021800"	2952	2191	0.742208672086721
"Gorai.001G021900"	799	738	0.923654568210263
"Gorai.001G022000"	1680	1087	0.64702380952381
"Gorai.001G022100"	1218	1164	0.955665024630542
"Gorai.001G022200"	2835	2491	0.878659611992945
"Gorai.001G022300"	1947	1220	0.626605033384694
"Gorai.001G022400"	1963	1648	0.839531329597555
"Gorai.001G022500"	1467	1066	0.7266530334015
"Gorai.001G022600"	327	296	0.90519877675841
"Gorai.001G022700"	891	841	0.943883277216611
"Gorai.001G022800"	3416	2591	0.758489461358314
"Gorai.001G022900"	1720	1583	0.920348837209302
"Gorai.001G023000"	1149	1010	0.879025239338555
"Gorai.001G023100"	2704	2272	0.840236686390533
"Gorai.001G023200"	1607	1199	0.746110765401369
"Gorai.001G023300"	2696	1845	0.684347181008902
"Gorai.001G023400"	781	680	0.87067861715749
"Gorai.001G023500"	1247	848	0.680032076984763
"Gorai.001G023600"	1189	1145	0.962994112699748
"Gorai.001G023700"	1787	1169	0.654168998321209
"Gorai.001G023800"	1790	1216	0.679329608938547
"Gorai.001G023900"	639	617	0.965571205007825
"Gorai.001G024000"	3068	2727	0.888852672750978
"Gorai.001G024100"	3012	2925	0.971115537848606
"Gorai.001G024200"	810	778	0.960493827160494
"Gorai.001G024300"	1310	878	0.670229007633588
"Gorai.001G024400"	1402	1205	0.859486447931526
"Gorai.001G024500"	1221	1174	0.961506961506961
"Gorai.001G024600"	6236	4637	0.743585631815266
"Gorai.001G024700"	1014	868	0.856015779092702
"Gorai.001G024800"	366	366	1
"Gorai.001G024900"	1842	1154	0.626492942453854
"Gorai.001G025000"	2278	1793	0.787093942054434
"Gorai.001G025100"	270	270	1
"Gorai.001G025200"	138	138	1
"Gorai.001G025300"	830	803	0.967469879518072
"Gorai.001G025400"	258	245	0.949612403100775
"Gorai.001G025500"	2225	1077	0.484044943820225
"Gorai.001G025600"	1027	898	0.874391431353457
"Gorai.001G025700"	2354	366	0.155480033984707
"Gorai.001G025800"	526	314	0.596958174904943
"Gorai.001G025900"	3028	2225	0.734808454425363
"Gorai.001G026000"	3537	3112	0.879841673734803
"Gorai.001G026100"	1942	1910	0.983522142121524
"Gorai.001G026200"	2134	1827	0.856138706654171
"Gorai.001G026300"	2924	2391	0.817715458276334
"Gorai.001G026400"	964	861	0.893153526970954
"Gorai.001G026500"	1740	1308	0.751724137931034
"Gorai.001G026600"	1473	1274	0.86490156143924
"Gorai.001G026700"	3268	2601	0.795899632802938
"Gorai.001G026800"	3202	2497	0.779825109306683
"Gorai.001G026900"	1604	1281	0.798628428927681
"Gorai.001G027000"	2034	1717	0.844149459193707
"Gorai.001G027100"	1576	1509	0.95748730964467
"Gorai.001G027200"	1880	1505	0.800531914893617
"Gorai.001G027300"	483	473	0.979296066252588
"Gorai.001G027400"	360	360	1
"Gorai.001G027500"	2679	2155	0.804404628592759
"Gorai.001G027600"	4613	3985	0.863862995881205
"Gorai.001G027700"	4904	4359	0.888866231647635
"Gorai.001G027800"	990	658	0.664646464646465
"Gorai.001G027900"	2631	1875	0.712656784492588
"Gorai.001G028000"	1640	1445	0.88109756097561
"Gorai.001G028100"	1777	1248	0.702307259425999
"Gorai.001G028200"	3773	3132	0.830108666843361
"Gorai.001G028300"	297	297	1
"Gorai.001G028400"	1834	1521	0.829334787350055
"Gorai.001G028500"	285	89	0.312280701754386
"Gorai.001G028600"	1342	1245	0.927719821162444
"Gorai.001G028700"	1731	1279	0.738879260543039
"Gorai.001G028800"	885	679	0.767231638418079
"Gorai.001G028900"	2216	1337	0.603339350180505
"Gorai.001G029000"	1701	1397	0.821281599059377
"Gorai.001G029100"	432	332	0.768518518518518
"Gorai.001G029200"	2079	1511	0.726791726791727
"Gorai.001G029300"	1033	889	0.860600193610842
"Gorai.001G029400"	1893	1412	0.745905969360803
"Gorai.001G029500"	751	576	0.766977363515313
"Gorai.001G029600"	1615	1482	0.917647058823529
"Gorai.001G029700"	1169	904	0.773310521813516
"Gorai.001G029800"	3219	2633	0.817955886921404
"Gorai.001G029900"	765	736	0.962091503267974
"Gorai.001G030000"	1405	1330	0.94661921708185
"Gorai.001G030100"	2379	2159	0.907524169819252
"Gorai.001G030200"	2353	1925	0.818104547386315
"Gorai.001G030300"	1261	1260	0.999206978588422
"Gorai.001G030400"	1307	825	0.631216526396327
"Gorai.001G030500"	1511	1043	0.690271343481138
"Gorai.001G030600"	2481	2055	0.828295042321645
"Gorai.001G030700"	983	840	0.854526958290946
"Gorai.001G030800"	2305	1388	0.602169197396963
"Gorai.001G030900"	1386	1291	0.931457431457431
"Gorai.001G031000"	1376	1116	0.811046511627907
"Gorai.001G031100"	1012	834	0.824110671936759
"Gorai.001G031200"	795	678	0.852830188679245
"Gorai.001G031300"	1411	1245	0.882352941176471
"Gorai.001G031400"	4724	3733	0.790220152413209
"Gorai.001G031500"	1746	1277	0.731386025200458
"Gorai.001G031600"	642	576	0.897196261682243
"Gorai.001G031700"	2075	1565	0.754216867469879
"Gorai.001G031800"	901	895	0.993340732519423
"Gorai.001G031900"	422	422	1
"Gorai.001G032000"	1368	970	0.70906432748538
"Gorai.001G032100"	2746	2104	0.766205389657684
"Gorai.001G032200"	2080	1743	0.837980769230769
"Gorai.001G032300"	2207	1895	0.858631626642501
"Gorai.001G032400"	2335	1604	0.686937901498929
"Gorai.001G032500"	387	387	1
"Gorai.001G032600"	1842	1506	0.817589576547231
"Gorai.001G032700"	1697	1494	0.880377136122569
"Gorai.001G032800"	1281	1053	0.822014051522248
"Gorai.001G032900"	1519	1409	0.927583936800527
"Gorai.001G033000"	2330	1957	0.839914163090129
"Gorai.001G033100"	1049	715	0.681601525262154
"Gorai.001G033200"	987	830	0.840932117527862
"Gorai.001G033300"	2676	1974	0.737668161434978
"Gorai.001G033400"	1959	1415	0.722307299642675
"Gorai.001G033500"	1120	955	0.852678571428571
"Gorai.001G033600"	1901	1407	0.740136770120989
"Gorai.001G033700"	2117	1989	0.939537080774681
"Gorai.001G033800"	1715	1512	0.881632653061225
"Gorai.001G033900"	2340	1431	0.611538461538462
"Gorai.001G034000"	2140	1926	0.9
"Gorai.001G034100"	981	981	1
"Gorai.001G034200"	1835	1654	0.901362397820163
"Gorai.001G034300"	1100	943	0.857272727272727
"Gorai.001G034400"	752	510	0.678191489361702
"Gorai.001G034500"	3206	2699	0.841859014348097
"Gorai.001G034600"	3097	2798	0.903454956409429
"Gorai.001G034700"	954	812	0.851153039832285
"Gorai.001G034800"	1472	888	0.603260869565217
"Gorai.001G034900"	1505	1270	0.843853820598007
"Gorai.001G035000"	1785	1331	0.745658263305322
"Gorai.001G035100"	1098	793	0.722222222222222
"Gorai.001G035200"	1858	1719	0.92518837459634
"Gorai.001G035300"	6863	5639	0.821652338627422
"Gorai.001G035400"	431	222	0.51508120649652
"Gorai.001G035500"	1781	1536	0.862436833239753
"Gorai.001G035600"	1176	1028	0.874149659863946
"Gorai.001G035700"	2071	1681	0.811685176243361
"Gorai.001G035800"	450	302	0.671111111111111
"Gorai.001G035900"	4269	2921	0.684235183883814
"Gorai.001G036000"	2349	1669	0.710515112813963
"Gorai.001G036100"	1230	1211	0.984552845528455
"Gorai.001G036200"	2192	1695	0.773266423357664
"Gorai.001G036300"	1355	1306	0.963837638376384
"Gorai.001G036400"	2105	1633	0.775771971496437
"Gorai.001G036500"	1026	731	0.712475633528265
"Gorai.001G036600"	1277	905	0.708692247454973
"Gorai.001G036700"	982	851	0.866598778004073
"Gorai.001G036800"	1752	424	0.242009132420091
"Gorai.001G036900"	4834	3618	0.748448489863467
"Gorai.001G037000"	1395	1194	0.855913978494624
"Gorai.001G037100"	1274	935	0.733908948194662
"Gorai.001G037200"	3581	2938	0.820441217537001
"Gorai.001G037300"	1066	1066	1
"Gorai.001G037400"	2040	1807	0.88578431372549
"Gorai.001G037500"	2525	2044	0.80950495049505
"Gorai.001G037600"	2247	1707	0.759679572763685
"Gorai.001G037700"	1612	1459	0.905086848635236
"Gorai.001G037800"	998	857	0.85871743486974
"Gorai.001G037900"	4100	2993	0.73
"Gorai.001G038000"	1792	1327	0.740513392857143
"Gorai.001G038100"	2029	1717	0.846229669788073
"Gorai.001G038200"	2856	2334	0.817226890756303
"Gorai.001G038300"	1027	867	0.844206426484908
"Gorai.001G038400"	1787	1459	0.816452154448797
"Gorai.001G038500"	1135	1135	1
"Gorai.001G038600"	1259	1074	0.853057982525814
"Gorai.001G038700"	2431	1857	0.763883175647882
"Gorai.001G038800"	1132	963	0.850706713780919
"Gorai.001G038900"	662	569	0.859516616314199
"Gorai.001G039000"	675	675	1
"Gorai.001G039100"	1952	1384	0.709016393442623
"Gorai.001G039200"	1288	1161	0.90139751552795
"Gorai.001G039300"	2494	1980	0.793905372894948
"Gorai.001G039400"	1733	1669	0.963069821119446
"Gorai.001G039500"	1090	1063	0.975229357798165
"Gorai.001G039600"	505	468	0.926732673267327
"Gorai.001G039700"	456	456	1
"Gorai.001G039800"	850	770	0.905882352941176
"Gorai.001G039900"	3455	3118	0.90246020260492
"Gorai.001G040000"	1398	1047	0.748927038626609
"Gorai.001G040100"	252	252	1
"Gorai.001G040200"	2728	2562	0.939149560117302
"Gorai.001G040300"	1925	1556	0.808311688311688
"Gorai.001G040400"	2061	1798	0.87239204269772
"Gorai.001G040500"	3093	2273	0.734885224700938
"Gorai.001G040600"	2452	2076	0.846655791190865
"Gorai.001G040700"	2006	1892	0.943170488534397
"Gorai.001G040800"	996	996	1
"Gorai.001G040900"	1925	1702	0.884155844155844
"Gorai.001G041000"	366	354	0.967213114754098
"Gorai.001G041100"	2714	2271	0.836772291820192
"Gorai.001G041200"	1874	1626	0.867662753468517
"Gorai.001G041300"	2476	1737	0.701534733441034
"Gorai.001G041400"	1557	1345	0.863840719332049
"Gorai.001G041500"	1908	1355	0.710167714884696
"Gorai.001G041600"	1583	1248	0.788376500315856
"Gorai.001G041700"	1746	1568	0.898052691867125
"Gorai.001G041800"	730	730	1
"Gorai.001G041900"	2137	1535	0.7182966775854
"Gorai.001G042000"	5628	4439	0.788734896943852
"Gorai.001G042100"	1412	1228	0.869688385269122
"Gorai.001G042200"	797	785	0.984943538268507
"Gorai.001G042300"	1165	950	0.815450643776824
"Gorai.001G042400"	609	609	1
"Gorai.001G042500"	856	794	0.927570093457944
"Gorai.001G042600"	2724	2162	0.793685756240822
"Gorai.001G042700"	1283	942	0.734216679657054
"Gorai.001G042800"	542	542	1
"Gorai.001G042900"	834	757	0.907673860911271
"Gorai.001G043000"	963	317	0.329179646936656
"Gorai.001G043100"	1678	1634	0.973778307508939
"Gorai.001G043200"	670	559	0.834328358208955
"Gorai.001G043300"	1028	879	0.855058365758755
"Gorai.001G043400"	4668	3650	0.781919451585261
"Gorai.001G043500"	2047	1584	0.773815339521251
"Gorai.001G043600"	2555	2046	0.800782778864971
"Gorai.001G043700"	2158	1654	0.766450417052827
"Gorai.001G043800"	1834	1333	0.726826608505998
"Gorai.001G043900"	1317	1092	0.829157175398633
"Gorai.001G044000"	1092	837	0.766483516483517
"Gorai.001G044100"	669	476	0.711509715994021
"Gorai.001G044200"	2065	1589	0.769491525423729
"Gorai.001G044300"	792	698	0.881313131313131
"Gorai.001G044400"	258	255	0.988372093023256
"Gorai.001G044500"	541	383	0.707948243992606
"Gorai.001G044600"	556	547	0.983812949640288
"Gorai.001G044700"	3952	2110	0.533906882591093
"Gorai.001G044800"	1415	972	0.686925795053004
"Gorai.001G044900"	3042	2474	0.813280736357659
"Gorai.001G045000"	2942	2443	0.830387491502379
"Gorai.001G045100"	228	228	1
"Gorai.001G045200"	1602	1172	0.731585518102372
"Gorai.001G045300"	2305	1700	0.737527114967462
"Gorai.001G045400"	1477	0	0
"Gorai.001G045500"	1082	1078	0.99630314232902
"Gorai.001G045600"	6107	4573	0.748812837727198
"Gorai.001G045700"	2433	1843	0.757501027538019
"Gorai.001G045800"	4390	3343	0.761503416856492
"Gorai.001G045900"	348	319	0.916666666666667
"Gorai.001G046000"	1842	1445	0.784473398479913
"Gorai.001G046100"	1311	1142	0.871090770404272
"Gorai.001G046200"	823	775	0.941676792223572
"Gorai.001G046300"	3287	2645	0.804685123212656
"Gorai.001G046400"	1785	1355	0.759103641456583
"Gorai.001G046500"	3304	2833	0.857445520581114
"Gorai.001G046600"	1287	1168	0.907536907536908
"Gorai.001G046700"	2535	2282	0.900197238658777
"Gorai.001G046800"	1348	0	0
"Gorai.001G046900"	2237	2104	0.940545373267769
"Gorai.001G047000"	2628	1939	0.737823439878234
"Gorai.001G047100"	2040	1890	0.926470588235294
"Gorai.001G047200"	1938	1709	0.881836945304438
"Gorai.001G047300"	1047	1016	0.970391595033429
"Gorai.001G047400"	2717	2052	0.755244755244755
"Gorai.001G047500"	1906	1601	0.839979013641133
"Gorai.001G047600"	663	546	0.823529411764706
"Gorai.001G047700"	952	703	0.738445378151261
"Gorai.001G047800"	3330	2927	0.878978978978979
"Gorai.001G047900"	3384	3264	0.964539007092199
"Gorai.001G048000"	1375	1266	0.920727272727273
"Gorai.001G048100"	1446	1103	0.762793914246196
"Gorai.001G048200"	1845	1469	0.796205962059621
"Gorai.001G048300"	2572	2034	0.790824261275272
"Gorai.001G048400"	363	286	0.787878787878788
"Gorai.001G048500"	1885	1522	0.807427055702918
"Gorai.001G048600"	2213	1804	0.815183009489381
"Gorai.001G048700"	687	473	0.688500727802038
"Gorai.001G048800"	1097	838	0.763901549680948
"Gorai.001G048900"	939	825	0.878594249201278
"Gorai.001G049000"	774	517	0.667958656330749
"Gorai.001G049100"	4010	3311	0.82568578553616
"Gorai.001G049200"	618	475	0.768608414239482
"Gorai.001G049300"	1107	972	0.878048780487805
"Gorai.001G049400"	1126	939	0.83392539964476
"Gorai.001G049500"	3491	2842	0.814093382984818
"Gorai.001G049600"	1053	814	0.773029439696106
"Gorai.001G049700"	1238	845	0.682552504038772
"Gorai.001G049800"	531	456	0.858757062146893
"Gorai.001G049900"	2127	1717	0.807240244475787
"Gorai.001G050000"	1881	1787	0.950026581605529
"Gorai.001G050100"	1495	1243	0.831438127090301
"Gorai.001G050200"	1798	1632	0.907675194660734
"Gorai.001G050300"	2724	2085	0.765418502202643
"Gorai.001G050400"	1294	1038	0.802163833075734
"Gorai.001G050500"	2028	1805	0.890039447731755
"Gorai.001G050600"	1251	1106	0.884092725819345
"Gorai.001G050700"	960	840	0.875
"Gorai.001G050800"	1679	1300	0.774270399047052
"Gorai.001G050900"	7137	5573	0.780860305450469
"Gorai.001G051000"	2338	2047	0.875534644995723
"Gorai.001G051100"	1172	1153	0.983788395904437
"Gorai.001G051200"	1368	1324	0.967836257309941
"Gorai.001G051300"	1046	875	0.836520076481836
"Gorai.001G051400"	831	755	0.908543922984356
"Gorai.001G051500"	2329	1541	0.661657363675397
"Gorai.001G051600"	2012	1733	0.861332007952286
"Gorai.001G051700"	1157	1089	0.941227312013829
"Gorai.001G051800"	1218	960	0.788177339901478
"Gorai.001G051900"	894	700	0.782997762863535
"Gorai.001G052000"	3584	2894	0.807477678571429
"Gorai.001G052100"	2555	1873	0.73307240704501
"Gorai.001G052200"	2934	2247	0.765848670756646
"Gorai.001G052300"	1080	929	0.860185185185185
"Gorai.001G052400"	1315	1243	0.945247148288973
"Gorai.001G052500"	1108	1057	0.953971119133574
"Gorai.001G052600"	1122	941	0.838680926916221
"Gorai.001G052700"	1798	1685	0.937152391546162
"Gorai.001G052800"	1925	1781	0.925194805194805
"Gorai.001G052900"	2837	2766	0.974973563623546
"Gorai.001G053000"	3284	2521	0.767661388550548
"Gorai.001G053100"	4361	3767	0.863792708094474
"Gorai.001G053200"	823	796	0.967193195625759
"Gorai.001G053300"	2986	2477	0.829537843268587
"Gorai.001G053400"	2090	1568	0.750239234449761
"Gorai.001G053500"	1793	1279	0.713329615170106
"Gorai.001G053600"	1494	1494	1
"Gorai.001G053700"	983	492	0.500508646998983
"Gorai.001G053800"	1034	968	0.936170212765957
"Gorai.001G053900"	1925	1390	0.722077922077922
"Gorai.001G054000"	1411	964	0.683203401842665
"Gorai.001G054100"	2367	2166	0.915082382762991
"Gorai.001G054200"	4111	3357	0.816589637557772
"Gorai.001G054300"	872	688	0.788990825688073
"Gorai.001G054400"	1485	795	0.535353535353535
"Gorai.001G054500"	2216	1348	0.608303249097473
"Gorai.001G054600"	3342	2758	0.82525433871933
"Gorai.001G054700"	3240	2657	0.820061728395062
"Gorai.001G054800"	1134	821	0.723985890652557
"Gorai.001G054900"	1420	1344	0.946478873239437
"Gorai.001G055000"	1054	709	0.672675521821632
"Gorai.001G055100"	1159	919	0.792924935289042
"Gorai.001G055200"	2191	2017	0.920584208124144
"Gorai.001G055300"	2374	1753	0.738416175231676
"Gorai.001G055400"	791	788	0.996207332490518
"Gorai.001G055500"	1186	1029	0.867622259696459
